lin_acc_x, lin_acc_y, lin_acc_z
6.38393,7.448578,-5.747366e-06
6.343376,7.4831414,-6.166333e-06
6.308108,7.5128975,-5.9793206e-06
6.277476,7.5384974,-5.7229063e-06
6.2358336,7.5729675,-4.0462724e-06
6.1960044,7.6056085,-5.503419e-06
6.15098,7.642079,-6.441702e-06
6.1121874,7.673132,-5.5875767e-06
6.073767,7.7035685,-5.6748336e-06
6.03386,7.73486,-5.527204e-06
5.990959,7.768136,-4.375131e-06
5.956335,7.794719,-5.2875566e-06
5.921083,7.8215327,-5.841008e-06
5.8884015,7.846168,-5.731353e-06
5.856935,7.869687,-6.202817e-06
5.827718,7.8913493,-5.3909607e-06
5.799176,7.912349,-5.4751076e-06
5.777707,7.9280424,-5.884267e-06
5.757536,7.9427066,-6.299811e-06
5.7396197,7.9556665,-5.8924484e-06
5.7250366,7.9661703,-6.3001903e-06
5.7127943,7.9749565,-6.2029853e-06
5.7032843,7.9817624,-5.9799204e-06
5.695786,7.987117,-5.4966404e-06
5.690517,7.9908733,-6.03369e-06
5.6871514,7.9932704,-4.8762304e-06
5.685039,7.9947743,-6.0870975e-06
5.6840296,7.995493,-5.9427716e-06
5.6836967,7.9957294,-5.28399e-06
5.683523,7.9958534,-6.134729e-06
5.6834364,7.9959154,-5.7673888e-06
5.683403,7.9959383,-5.031543e-06
5.6834,7.9959407,-5.6480903e-06
5.683402,7.9959393,-5.0440794e-06
5.683392,7.9959464,-4.985556e-06
5.683383,7.995953,-4.8964885e-06
5.683384,7.995952,-4.96229e-06
5.683385,7.9959517,-5.0035596e-06
5.6833854,7.995951,-4.984363e-06
5.6833844,7.9959517,-4.93823e-06
5.683385,7.9959517,-5.007487e-06
5.683385,7.9959517,-5.000898e-06
5.683384,7.995952,-4.9319146e-06
5.683385,7.9959517,-5.000458e-06
5.683385,7.9959517,-5.001702e-06
5.683385,7.9959517,-4.9988007e-06
5.683384,7.995952,-4.9601017e-06
5.683385,7.9959517,-4.9965297e-06
5.683385,7.9959517,-4.982638e-06
5.683385,7.9959517,-4.9963733e-06
5.683384,7.995952,-4.9658984e-06
5.683385,7.9959517,-5.0124554e-06
5.683385,7.9959517,-4.9945475e-06
5.683385,7.9959517,-4.986648e-06
5.683384,7.995952,-4.9457904e-06
5.683385,7.9959517,-5.0018875e-06
5.683385,7.9959517,-4.993674e-06
5.683385,7.9959517,-4.9986484e-06
5.683384,7.995952,-4.9517494e-06
5.683385,7.9959517,-4.9968057e-06
5.683385,7.9959517,-4.988894e-06
5.683491,7.995876,-6.042195e-06
5.6840544,7.995476,-5.1149996e-06
5.685405,7.994516,-6.674267e-06
5.688085,7.992609,-5.3807244e-06
5.69245,7.9895015,-4.7259464e-06
5.6984496,7.985224,-6.2786366e-06
5.7069607,7.9791436,-5.4682077e-06
5.7181263,7.971146,-5.503151e-06
5.731935,7.961222,-6.0828115e-06
5.7480655,7.9495835,-6.2310683e-06
5.766812,7.9359946,-5.0225044e-06
5.7888117,7.919959,-6.0252933e-06
5.8130007,7.902221,-5.6976105e-06
5.8408785,7.88164,-5.3166987e-06
5.871256,7.859037,-6.0984075e-06
5.9038,7.8346148,-6.7603237e-06
5.9372625,7.8092823,-5.393915e-06
5.973673,7.7814627,-6.432514e-06
6.0123796,7.7515936,-4.7271897e-06
6.051019,7.721467,-6.1718483e-06
6.0975704,7.6847563,-5.1892034e-06
6.1369915,7.6533127,-5.401461e-06
6.174263,7.62327,-5.4803777e-06
6.2144346,7.5905576,-6.578199e-06
6.2536373,7.558304,-6.0910083e-06
6.293487,7.5251546,-5.1643065e-06
6.332652,7.492223,-6.0716343e-06
6.3651843,7.4646034,-5.3864856e-06
6.3977437,7.436716,-6.480052e-06
6.4292936,7.409465,-6.1890078e-06
6.459174,7.3834367,-5.226782e-06
6.4853115,7.360487,-4.0559507e-06
6.506866,7.3414392,-5.68311e-06
6.526494,7.3239975,-4.8531383e-06
6.543558,7.308759,-6.131166e-06
6.558166,7.295654,-7.0436413e-06
6.5704994,7.2845473,-5.701491e-06
6.580354,7.275648,-4.9275636e-06
6.5882154,7.268532,-5.710767e-06
6.59333,7.263892,-5.9034687e-06
6.596945,7.2606087,-5.8959567e-06
6.599233,7.258528,-6.258312e-06
6.600469,7.2574043,-5.5275e-06
6.600963,7.256955,-6.4011538e-06
6.6010947,7.2568355,-6.158022e-06
6.6011205,7.256812,-4.6922087e-06
6.601147,7.256788,-5.6087174e-06
6.6011543,7.256781,-5.5302344e-06
6.601149,7.256786,-5.6374583e-06
6.6011577,7.2567782,-5.642935e-06
6.6011653,7.256771,-5.4355446e-06
6.601164,7.256772,-5.364742e-06
6.6011634,7.2567725,-5.3800977e-06
6.6011643,7.2567716,-5.4531683e-06
6.601165,7.2567716,-5.4569564e-06
6.6011634,7.2567725,-5.392834e-06
6.601164,7.2567725,-5.387127e-06
6.6011634,7.2567725,-5.373352e-06
6.6011634,7.2567725,-5.3743524e-06
6.6011634,7.2567725,-5.380697e-06
6.6011634,7.2567725,-5.3877834e-06
6.6011634,7.2567725,-5.3859344e-06
6.6011634,7.2567725,-5.3813797e-06
6.6011634,7.2567725,-5.3825324e-06
6.6011634,7.2567725,-5.3743543e-06
6.601163,7.256773,-5.3715135e-06
6.6011634,7.2567725,-5.376819e-06
6.6011634,7.2567725,-5.379734e-06
6.6011634,7.256772,-5.386307e-06
6.6011634,7.2567725,-5.3897456e-06
6.601163,7.256773,-5.382976e-06
6.6011634,7.2567725,-5.3666845e-06
6.601164,7.2567725,-5.361108e-06
6.6011634,7.256772,-5.3797567e-06
6.6011634,7.2567725,-5.393651e-06
6.6011634,7.256773,-5.3870513e-06
6.6011634,7.2567725,-5.3727153e-06
6.6011634,7.2567725,-5.368429e-06
6.6011634,7.256772,-5.3764606e-06
6.6011634,7.2567725,-5.387146e-06
6.601163,7.256773,-5.3914864e-06
6.6011634,7.2567725,-5.3816116e-06
6.601164,7.256772,-5.378644e-06
6.6011634,7.256772,-5.382396e-06
6.6011634,7.2567725,-5.376575e-06
6.601163,7.256773,-5.3758017e-06
6.6011634,7.2567725,-5.3737567e-06
6.601164,7.256772,-5.3694534e-06
6.6011634,7.256772,-5.3736153e-06
6.6011634,7.2567725,-5.37818e-06
6.601163,7.256773,-5.38703e-06
6.6011634,7.2567725,-5.3889466e-06
6.601164,7.256772,-5.3798135e-06
6.6011634,7.256772,-5.3758426e-06
6.6011634,7.2567725,-5.3749113e-06
6.6011634,7.2567725,-5.385217e-06
6.6011634,7.2567725,-5.3923136e-06
6.6011634,7.2567725,-5.374336e-06
6.6011634,7.2567725,-5.365344e-06
6.6011634,7.2567725,-5.376247e-06
6.601163,7.256773,-5.3812373e-06
6.6011634,7.2567725,-5.3813983e-06
6.601164,7.256772,-5.3825947e-06
6.6011634,7.256772,-5.38104e-06
6.6011624,7.2567735,-5.3751965e-06
6.6010413,7.256884,-6.915533e-06
6.600484,7.257391,-6.114201e-06
6.5991583,7.258596,-6.534317e-06
6.5965567,7.2609606,-5.732397e-06
6.5921016,7.2650046,-5.385964e-06
6.5858,7.2707167,-6.4785218e-06
6.577473,7.2782507,-5.4495085e-06
6.568473,7.286373,-6.0770785e-06
6.555993,7.2976027,-5.8612977e-06
6.53908,7.312761,-5.4066895e-06
6.5202866,7.3295207,-6.142343e-06
6.501904,7.34583,-5.9811855e-06
6.4789453,7.3660865,-6.7724054e-06
6.452559,7.3892107,-6.504278e-06
6.424715,7.413432,-5.026675e-06
6.3935504,7.440324,-6.4129904e-06
6.3596945,7.46928,-5.3794415e-06
6.325119,7.498579,-5.967877e-06
6.287557,7.530101,-5.984393e-06
6.2480845,7.5628824,-5.3268204e-06
6.20735,7.5963483,-5.790915e-06
6.167541,7.6287017,-5.1631987e-06
6.126177,7.661957,-6.0247517e-06
6.084519,7.695079,-5.878136e-06
6.04338,7.727429,-6.4478745e-06
6.0047617,7.757474,-5.6518143e-06
5.966789,7.7867203,-5.9310937e-06
5.9300685,7.8147216,-5.595701e-06
5.8965383,7.8400536,-5.5025002e-06
5.8641987,7.864276,-5.6202275e-06
5.834221,7.8865433,-5.3957947e-06
5.8081117,7.905793,-5.0753574e-06
5.7840185,7.9234385,-5.485379e-06
5.762465,7.9391303,-5.8529217e-06
5.744377,7.9522314,-6.4951237e-06
5.72862,7.963593,-6.009932e-06
5.715519,7.9730034,-6.1490923e-06
5.7050586,7.980494,-4.827835e-06
5.6972866,7.986046,-5.4636366e-06
5.69159,7.990109,-5.5139267e-06
5.6877923,7.9928145,-5.2533633e-06
5.685419,7.9945035,-6.8013132e-06
5.6842127,7.9953623,-5.796302e-06
5.6837506,7.9956913,-5.563051e-06
5.683529,7.995849,-5.1212965e-06
5.6834464,7.995908,-5.013011e-06
5.683422,7.995925,-5.0147482e-06
5.683402,7.9959397,-5.6260665e-06
5.6833878,7.9959497,-5.0540257e-06
5.6833844,7.995952,-5.006601e-06
5.6833835,7.9959526,-4.9364603e-06
5.6833925,7.9959464,-4.9831065e-06
5.683393,7.995946,-4.99431e-06
5.683378,7.9959564,-4.9942005e-06
5.6833777,7.995957,-4.9975065e-06
5.683385,7.995951,-5.0115036e-06
5.683385,7.995951,-5.0089166e-06
5.683385,7.9959517,-4.986945e-06
5.683385,7.9959517,-4.993412e-06
5.683385,7.9959517,-5.016143e-06
5.683385,7.9959517,-5.0101453e-06
5.683385,7.9959517,-4.9946093e-06
5.683385,7.9959517,-4.996785e-06
5.683385,7.9959517,-5.0054787e-06
5.683385,7.9959517,-4.99928e-06
5.683385,7.9959517,-4.9892415e-06
5.683385,7.9959517,-4.992726e-06
5.683385,7.9959517,-4.996148e-06
5.683385,7.9959517,-4.9959103e-06
5.683385,7.9959517,-5.0007284e-06
5.683385,7.9959517,-5.003778e-06
5.683385,7.9959517,-4.9939526e-06
5.683385,7.9959517,-4.986596e-06
5.683385,7.9959517,-4.9888854e-06
5.683385,7.9959517,-5.0075123e-06
5.6833816,7.995954,-4.709261e-06
5.683537,7.995844,-5.5609903e-06
5.684078,7.995459,-6.1503433e-06
5.6855354,7.994423,-4.719884e-06
5.6883035,7.992454,-5.288627e-06
5.692763,7.9892783,-5.4833263e-06
5.699232,7.984665,-5.253573e-06
5.7076583,7.9786444,-4.9891637e-06
5.7194586,7.9701905,-5.7450884e-06
5.73241,7.9608803,-5.104176e-06
5.7485905,7.949204,-5.3630083e-06
5.7689157,7.934465,-5.471234e-06
5.7897935,7.9192424,-5.4738084e-06
5.8145914,7.9010525,-5.773915e-06
5.8423996,7.880512,-6.4886563e-06
5.87281,7.8578734,-5.4529028e-06
5.9056487,7.83322,-5.9993163e-06
5.9394245,7.8076386,-5.0820618e-06
5.976006,7.7796707,-5.1887578e-06
6.013259,7.7509117,-7.018751e-06
6.052827,7.720051,-5.848999e-06
6.092258,7.6889706,-6.5398353e-06
6.133189,7.6563587,-5.7792195e-06
6.1747775,7.6228566,-5.242517e-06
6.216142,7.5891647,-6.766412e-06
6.2552004,7.557003,-5.4374477e-06
6.2940273,7.5246964,-5.87101e-06
6.331764,7.492973,-6.0586503e-06
6.3675656,7.462575,-6.412282e-06
6.399951,7.43482,-5.2071105e-06
6.4308434,7.4081182,-5.5294468e-06
6.459596,7.3830633,-5.3554336e-06
6.485563,7.360266,-5.518712e-06
6.5086646,7.3398457,-5.0802814e-06
6.528188,7.3224883,-5.248379e-06
6.5448065,7.3076396,-5.6652675e-06
6.5593433,7.2945952,-6.1477494e-06
6.571423,7.2837152,-5.206045e-06
6.581051,7.275018,-6.0253396e-06
6.588199,7.268545,-6.2192116e-06
6.5935984,7.263648,-5.9969852e-06
6.5972795,7.2603045,-5.6391445e-06
6.5994883,7.258297,-6.218558e-06
6.600574,7.2573094,-5.861625e-06
6.6009784,7.2569413,-6.5480103e-06
6.6011524,7.256783,-5.5384044e-06
6.601607,7.2563696,-6.1862847e-06
6.60335,7.254783,-5.751918e-06
6.607106,7.2513638,-6.1446835e-06
6.6125536,7.2463975,-5.396322e-06
6.620301,7.239319,-5.569514e-06
6.630909,7.2296,-4.6889604e-06
6.6435843,7.217942,-4.1717617e-06
6.6601353,7.202651,-4.9574883e-06
6.6807957,7.1834583,-2.9881649e-06
6.704831,7.160979,-2.106864e-06
6.732399,7.13499,-8.976067e-07
6.7617197,7.1071143,-6.7528526e-07
6.7960544,7.074171,5.125662e-07
6.8361015,7.035359,3.7086024e-06
6.876068,6.996159,2.5150448e-06
6.920126,6.9523854,2.1726187e-06
6.970055,6.90216,5.7502602e-06
7.018139,6.8530746,3.5820913e-06
7.069757,6.7995634,1.4372054e-06
7.123275,6.7433195,2.4700762e-06
7.179321,6.6834292,2.1191245e-06
7.238077,6.6195574,2.1943752e-06
7.296312,6.555149,1.3622766e-06
7.352877,6.491426,-1.5423991e-06
7.406321,6.43029,-7.947648e-06
7.4622116,6.36529,-8.954457e-06
7.5178113,6.2995796,-6.2030135e-06
7.5743194,6.231545,-6.5382446e-06
7.6281204,6.1655774,-4.9276155e-06
7.682842,6.0972476,-5.393268e-06
7.73874,6.026109,-2.6969788e-06
7.789849,5.959911,-5.5078435e-06
7.844677,5.887439,-5.1024417e-06
7.8973627,5.8166337,-2.537281e-06
7.9472895,5.7481923,-9.568558e-06
7.999294,5.675541,-6.071954e-06
8.051714,5.6010003,-1.505934e-06
8.098229,5.5334935,-9.794852e-06
8.143613,5.4665036,-1.3301911e-05
8.196831,5.3864026,-3.7712111e-06
8.2459,5.311096,1.7633542e-06
8.295572,5.2329755,-4.5450165e-06
8.338205,5.1646943,-9.108481e-06
8.380233,5.096302,-1.1979291e-05
8.427837,5.0172977,-3.5360008e-06
8.471933,4.942625,-2.9595676e-06
8.5140505,4.869521,-9.480807e-06
8.5591345,4.7898364,-1.6586769e-06
8.60259,4.7113414,-2.9644202e-06
8.641328,4.6398196,-9.8465225e-06
8.681875,4.563464,-9.769461e-06
8.721806,4.486779,-6.335777e-06
8.761881,4.4080386,-7.389384e-06
8.802415,4.3265,-2.0052453e-06
8.841514,4.2460113,-2.8346662e-06
8.87631,4.1726737,-8.923305e-06
8.912733,4.094261,-8.770904e-06
8.950911,4.0101805,-1.94059e-06
8.9850855,3.933081,-5.7870698e-06
9.018922,3.854732,-9.35119e-06
9.054744,3.769864,-2.4460505e-06
9.086831,3.6919153,-5.341105e-06
9.118524,3.6127865,-9.955316e-06
9.152016,3.5271273,-2.021942e-06
9.181701,3.449178,-7.2262296e-06
9.211506,3.3686035,-8.978737e-06
9.243235,3.2806406,-2.1501473e-06
9.27217,3.1979747,-5.1415836e-06
9.298215,3.1211739,-9.647066e-06
9.326762,3.0349443,-3.3491933e-06
9.354333,2.948955,-1.845176e-06
9.378174,2.8721006,-9.193403e-06
9.402199,2.792415,-1.3119681e-05
9.426526,2.709364,-6.4913706e-06
9.447236,2.6365354,-1.1441904e-05
9.466669,2.5660324,-1.7596132e-05
9.486352,2.4927647,-1.253679e-05
9.502956,2.4293175,-1.4398534e-05
9.518013,2.370107,-1.745936e-05
9.531984,2.3139932,-1.5830217e-05
9.544792,2.2612953,-1.678671e-05
9.556351,2.2125666,-1.4052479e-05
9.566301,2.1697896,-1.34522525e-05
9.574038,2.1359882,-1.5545524e-05
9.58107,2.104811,-1.359912e-05
9.58752,2.0757742,-1.22433075e-05
9.5923605,2.0537682,-1.1010864e-05
9.596129,2.036433,-9.995585e-06
9.599375,2.0213728,-9.052626e-06
9.60155,2.0112374,-9.128967e-06
9.603065,2.0041382,-7.3969795e-06
9.604306,1.9982753,-6.5031036e-06
9.6050825,1.9945917,-7.0901096e-06
9.605506,1.9925735,-6.936386e-06
9.605888,1.9907322,-6.9510825e-06
9.606109,1.9896684,-6.3025623e-06
9.605811,1.9911054,-7.2120956e-06
9.604754,1.9961894,-6.297575e-06
9.602981,2.0046937,-5.301958e-06
9.59953,2.0211377,-5.731752e-06
9.596073,2.037461,-5.644832e-06
9.59116,2.060427,-6.6507196e-06
9.584876,2.0894108,-6.388296e-06
9.576727,2.126383,-6.688472e-06
9.5668,2.1705103,-7.1176946e-06
9.554954,2.221958,-6.0287857e-06
9.541815,2.277559,-6.8482045e-06
9.526116,2.3421688,-7.0457327e-06
9.507801,2.4152558,-6.9484595e-06
9.488068,2.4914517,-6.7102183e-06
9.465341,2.576208,-7.1953646e-06
9.440845,2.6643734,-6.4552883e-06
9.411639,2.765541,-7.009341e-06
9.380276,2.869884,-5.879378e-06
9.350045,2.9666784,-7.135895e-06
9.308937,3.0929425,-7.118853e-06
9.271592,3.2030566,-6.136009e-06
9.23659,3.302489,-6.426699e-06
9.198529,3.4069498,-6.3542866e-06
9.143896,3.5509799,-5.4946554e-06
9.106848,3.645015,-7.076121e-06
9.062888,3.752815,-5.6195263e-06
9.022606,3.8487072,-5.195436e-06
8.978626,3.9504912,-6.430351e-06
8.932774,4.053115,-6.0157054e-06
8.888938,4.148466,-6.4311635e-06
8.851558,4.2276998,-6.1765436e-06
8.815156,4.3032217,-6.165588e-06
8.776623,4.38144,-5.7258007e-06
8.742707,4.4488807,-5.6968097e-06
8.713,4.506896,-4.8354705e-06
8.684888,4.560951,-5.1322613e-06
8.659193,4.609674,-6.6782172e-06
8.637855,4.6496453,-4.6584287e-06
8.619232,4.684168,-6.218039e-06
8.603386,4.713295,-6.1122882e-06
8.591114,4.735701,-6.2515137e-06
8.581439,4.75327,-6.9773714e-06
8.5741415,4.7664695,-7.683428e-06
8.569108,4.77555,-7.011306e-06
8.566064,4.781033,-5.490658e-06
8.564357,4.7841096,-5.932688e-06
8.563544,4.785575,-5.8457217e-06
8.563157,4.786275,-6.343227e-06
8.5629015,4.786733,-5.0112985e-06
8.562736,4.787031,-5.0781537e-06
8.562654,4.7871785,-5.425313e-06
8.562614,4.787248,-5.3623094e-06
8.562602,4.7872696,-5.3545527e-06
8.562598,4.7872767,-5.3893614e-06
8.562597,4.787279,-4.9414534e-06
8.562593,4.7872863,-5.883818e-06
8.562598,4.7872767,-5.4630955e-06
8.562608,4.7872615,-5.0311573e-06
8.562593,4.7872863,-5.8552914e-06
8.562593,4.7872853,-5.386674e-06
8.562608,4.787261,-5.461903e-06
8.562598,4.7872777,-5.422078e-06
8.562593,4.7872853,-5.3901513e-06
8.562598,4.7872777,-5.397205e-06
8.562598,4.787277,-5.3799777e-06
8.562598,4.7872767,-5.3574677e-06
8.562598,4.787277,-5.410406e-06
8.562598,4.787277,-5.4272823e-06
8.562598,4.787277,-5.3496533e-06
8.562598,4.7872777,-5.3694657e-06
8.562598,4.7872777,-5.465335e-06
8.562598,4.787277,-5.4718175e-06
8.562598,4.787277,-5.434978e-06
8.562598,4.787277,-5.444125e-06
8.562598,4.7872767,-5.4178745e-06
8.562598,4.787277,-5.40907e-06
8.562598,4.787277,-5.40584e-06
8.562598,4.7872767,-5.366271e-06
8.562598,4.787277,-5.402379e-06
8.562618,4.78724,-4.445229e-06
8.562906,4.786726,-5.951147e-06
8.563974,4.7848163,-6.253477e-06
8.566347,4.78057,-5.948104e-06
8.570228,4.7736144,-6.682797e-06
8.576341,4.7626276,-7.0061437e-06
8.585017,4.7469745,-6.1544124e-06
8.596475,4.726198,-6.411748e-06
8.610162,4.7012153,-6.4938845e-06
8.627418,4.6694646,-5.871815e-06
8.648255,4.630742,-6.7616343e-06
8.671239,4.587534,-6.6102016e-06
8.698063,4.5364275,-5.2542014e-06
8.728483,4.477565,-5.5997975e-06
8.761996,4.4115624,-6.386862e-06
8.796448,4.342377,-6.3123152e-06
8.834482,4.2643614,-6.3162806e-06
8.873405,4.182675,-7.006692e-06
8.915226,4.092668,-6.794235e-06
8.958944,3.995937,-6.7588226e-06
9.003517,3.894332,-7.0250812e-06
9.048346,3.788832,-5.682584e-06
9.091279,3.684486,-5.85483e-06
9.135021,3.5745244,-7.130633e-06
9.176755,3.4659245,-6.5352333e-06
9.223775,3.3386617,-6.6489843e-06
9.267856,3.2141986,-6.1040564e-06
9.299851,3.1202967,-6.0508255e-06
9.3321705,3.0221403,-5.5918063e-06
9.367222,2.91204,-5.263493e-06
9.39854,2.8096392,-6.207947e-06
9.426947,2.7127006,-5.0309645e-06
9.453616,2.618278,-6.4844044e-06
9.476964,2.5326612,-4.7995145e-06
9.499234,2.4479468,-5.981459e-06
9.518053,2.3739495,-6.199079e-06
9.534682,2.3064635,-6.3114294e-06
9.549299,2.2453713,-5.6639187e-06
9.561483,2.1931562,-6.539542e-06
9.572021,2.1469054,-5.514868e-06
9.580653,2.108247,-7.0661617e-06
9.58789,2.0752604,-7.753305e-06
9.593697,2.0483785,-6.0575126e-06
9.598007,2.0281937,-6.0130556e-06
9.601222,2.013003,-6.642183e-06
9.603513,2.0020988,-6.79583e-06
9.604939,1.9952817,-6.6275397e-06
9.605731,1.9914886,-6.1647247e-06
9.606131,1.9895664,-6.431668e-06
9.6063385,1.9885619,-6.2638737e-06
9.606466,1.9879442,-5.6180284e-06
9.606546,1.9875513,-5.452493e-06
9.606592,1.9873323,-5.6271347e-06
9.606612,1.9872397,-6.6464036e-06
9.606619,1.9872054,-5.4079323e-06
9.606622,1.9871935,-6.6221273e-06
9.606621,1.987199,-5.4862653e-06
9.60662,1.9872011,-5.837533e-06
9.606621,1.987198,-5.439629e-06
9.606621,1.9871954,-5.767766e-06
9.606621,1.9871951,-5.4154343e-06
9.606621,1.9871957,-5.7944517e-06
9.606621,1.9871961,-5.446099e-06
9.606621,1.9871966,-5.8176574e-06
9.606621,1.9871961,-5.431414e-06
9.606621,1.9871962,-5.7995603e-06
9.606621,1.987196,-5.4299294e-06
9.606621,1.9871963,-5.821452e-06
9.606621,1.987196,-5.435e-06
9.606621,1.9871961,-5.7963343e-06
9.606621,1.987196,-5.4197744e-06
9.606621,1.9871961,-5.7770167e-06
9.606621,1.9871958,-5.4159955e-06
9.606621,1.9871962,-5.8079863e-06
9.606621,1.987196,-5.4350676e-06
9.606621,1.9871962,-5.802354e-06
9.606621,1.9871961,-5.4408597e-06
9.606621,1.9871963,-5.8252404e-06
9.606621,1.987196,-5.432893e-06
9.606621,1.9871962,-5.794019e-06
9.606621,1.9871958,-5.4124516e-06
9.606621,1.9871961,-5.8020246e-06
9.606621,1.987196,-5.428682e-06
9.606621,1.9871963,-5.7978314e-06
9.606621,1.987196,-5.4345114e-06
9.606621,1.9871962,-5.8252535e-06
9.606621,1.9871961,-5.434716e-06
9.606621,1.9871962,-5.7994057e-06
9.606621,1.9871957,-5.4253014e-06
9.606621,1.9871958,-5.790103e-06
9.606621,1.987196,-5.434303e-06
9.606621,1.9871964,-5.803219e-06
9.606621,1.9871962,-5.4236166e-06
9.606621,1.9871962,-5.802559e-06
9.606621,1.987196,-5.423664e-06
9.606621,1.9871963,-5.8021583e-06
9.606621,1.987196,-5.4305506e-06
9.606621,1.9871963,-5.813554e-06
9.606621,1.987196,-5.4337693e-06
9.606621,1.9871961,-5.806479e-06
9.606621,1.987196,-5.4311777e-06
9.606621,1.9871962,-5.816864e-06
9.606621,1.987196,-5.44169e-06
9.606621,1.9871961,-5.8009896e-06
9.606621,1.987196,-5.41432e-06
9.606621,1.9871962,-5.790483e-06
9.606621,1.9871958,-5.430134e-06
9.606621,1.9871962,-5.816888e-06
9.606621,1.9871961,-5.431916e-06
9.606621,1.9871963,-5.817224e-06
9.6066,1.9872948,-5.6321055e-06
9.6064205,1.9881599,-6.5669074e-06
9.605852,1.9909055,-6.3590423e-06
9.604688,1.9965099,-6.741645e-06
9.602863,2.0052588,-5.9216313e-06
9.600026,2.0187814,-6.633876e-06
9.595808,2.0387104,-6.258689e-06
9.590968,2.0613234,-7.0241767e-06
9.584503,2.091122,-6.2345493e-06
9.576223,2.1286407,-4.874186e-06
9.5666685,2.1710887,-6.912568e-06
9.555017,2.2216694,-5.7512243e-06
9.5411215,2.280459,-7.3859983e-06
9.525826,2.3433578,-6.5534546e-06
9.50783,2.4151416,-5.7371635e-06
9.487072,2.4952247,-7.362349e-06
9.4649315,2.5777283,-5.2288615e-06
9.439659,2.668543,-7.151217e-06
9.411299,2.766679,-6.9774924e-06
9.38179,2.864947,-6.1908263e-06
9.34583,2.9798894,-7.2205385e-06
9.312064,3.0836222,-6.8373065e-06
9.275282,3.1923661,-7.1559957e-06
9.23533,3.3060186,-7.724083e-06
9.195253,3.4159067,-6.6245047e-06
9.152971,3.527544,-6.642163e-06
9.10862,3.6405141,-6.172978e-06
9.065565,3.7464755,-5.2158352e-06
9.021282,3.8518798,-6.5041004e-06
8.976433,3.955322,-6.3636016e-06
8.932261,4.054168,-5.741859e-06
8.889435,4.147309,-6.0784587e-06
8.849912,4.2311225,-6.2297886e-06
8.811165,4.3113728,-4.9904593e-06
8.774058,4.3865438,-4.551681e-06
8.74104,4.452127,-7.645298e-06
8.7101,4.5124874,-5.336626e-06
8.681666,4.567082,-6.6562566e-06
8.657474,4.6129036,-5.3344966e-06
8.635931,4.653216,-5.7492152e-06
8.617218,4.687879,-5.1405304e-06
8.60227,4.7153397,-5.9130844e-06
8.590065,4.737611,-4.799206e-06
8.580451,4.755059,-6.187845e-06
8.573615,4.7674212,-4.4282933e-06
8.56886,4.7759967,-5.6517983e-06
8.565838,4.781441,-5.573405e-06
8.564217,4.7843633,-7.4385102e-06
8.563508,4.7856383,-5.887159e-06
8.563132,4.786319,-6.7227934e-06
8.562875,4.786782,-5.613931e-06
8.56273,4.7870417,-6.3091707e-06
8.56267,4.787149,-5.2076093e-06
8.56263,4.7872205,-5.3956574e-06
8.5626,4.787275,-5.3992208e-06
8.5625925,4.7872868,-5.3651156e-06
8.562598,4.7872767,-5.3890735e-06
8.562598,4.7872767,-5.452841e-06
8.562597,4.787278,-5.938396e-06
8.562602,4.787269,-5.930102e-06
8.562608,4.787261,-5.9262466e-06
8.562603,4.7872686,-5.8625146e-06
8.562597,4.787278,-5.83869e-06
8.562598,4.787277,-5.82892e-06
8.562598,4.7872767,-5.3555277e-06
8.562594,4.7872844,-5.3894273e-06
8.562588,4.787295,-5.9227878e-06
8.562597,4.787278,-5.8457167e-06
8.562608,4.7872605,-5.386654e-06
8.562599,4.7872763,-5.415977e-06
8.562588,4.787295,-5.8497385e-06
8.562597,4.7872777,-5.8729165e-06
8.562608,4.787261,-5.9458744e-06
8.562603,4.7872686,-5.898475e-06
8.562597,4.787278,-5.913411e-06
8.562598,4.787277,-5.8929772e-06
8.562598,4.7872767,-5.3834183e-06
8.562594,4.7872844,-5.3495696e-06
8.562588,4.787295,-5.836155e-06
8.562597,4.7872777,-5.837592e-06
8.562608,4.787261,-5.872457e-06
8.562789,4.786937,-5.31344e-06
8.563421,4.7858047,-6.358909e-06
8.565183,4.782655,-5.4341012e-06
8.568994,4.7758274,-5.9559593e-06
8.574379,4.766159,-6.657616e-06
8.582613,4.751319,-6.411654e-06
8.5917635,4.7347546,-6.001501e-06
8.604545,4.7114863,-6.041151e-06
8.620071,4.6830153,-5.8466035e-06
8.63935,4.647344,-6.385082e-06
8.66208,4.6048174,-5.728795e-06
8.688157,4.555393,-6.3474527e-06
8.716002,4.5018353,-6.218437e-06
8.747782,4.439702,-5.8814876e-06
8.781289,4.372987,-5.1395564e-06
8.818415,4.2975445,-5.901212e-06
8.858284,4.2146482,-6.2668864e-06
8.89824,4.129516,-5.9117106e-06
8.940742,4.0365357,-5.7605203e-06
8.985043,3.9368136,-5.7916736e-06
9.027933,3.8373084,-6.0396233e-06
9.072147,3.7314088,-5.9795893e-06
9.117011,3.620304,-5.9131753e-06
9.160994,3.5074182,-6.886424e-06
9.201644,3.3992126,-6.2408817e-06
9.242318,3.2869132,-6.5345016e-06
9.2806015,3.177244,-6.200487e-06
9.317854,3.066294,-6.119901e-06
9.353229,2.9566197,-6.503818e-06
9.384821,2.8548088,-6.5526983e-06
9.416772,2.747589,-5.5600167e-06
9.443453,2.6547,-5.858934e-06
