lin_acc_x, lin_acc_y, lin_acc_z
5.771,7.933,-0.0
5.751,7.947,-0.0
5.734,7.96,-0.0
5.72,7.97,-0.0
5.708,7.978,-0.0
5.7,7.984,-0.0
5.693,7.989,-0.0
5.689,7.992,-0.0
5.686,7.994,-0.0
5.685,7.995,-0.0
5.684,7.996,-0.0
5.684,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.684,7.996,-0.0
5.684,7.995,-0.0
5.686,7.994,-0.0
5.689,7.992,-0.0
5.694,7.988,-0.0
5.701,7.983,-0.0
5.71,7.977,-0.0
5.722,7.968,-0.0
5.738,7.957,-0.0
5.757,7.943,-0.0
5.774,7.931,-0.0
5.797,7.914,-0.0
5.821,7.896,-0.0
5.852,7.874,-0.0
5.883,7.851,-0.0
5.913,7.828,-0.0
5.948,7.801,-0.0
5.985,7.773,-0.0
6.023,7.744,-0.0
6.064,7.711,-0.0
6.104,7.68,-0.0
6.144,7.648,-0.0
6.186,7.613,-0.0
6.227,7.581,-0.0
6.266,7.548,-0.0
6.304,7.517,-0.0
6.341,7.486,-0.0
6.375,7.457,-0.0
6.407,7.429,-0.0
6.438,7.402,-0.0
6.465,7.378,-0.0
6.49,7.357,-0.0
6.512,7.337,-0.0
6.531,7.32,-0.0
6.548,7.304,-0.0
6.563,7.292,-0.0
6.574,7.282,-0.0
6.583,7.274,-0.0
6.589,7.267,-0.0
6.594,7.263,-0.0
6.598,7.26,-0.0
6.6,7.258,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.6,7.258,-0.0
6.599,7.259,-0.0
6.596,7.262,-0.0
6.591,7.266,-0.0
6.585,7.272,-0.0
6.576,7.279,-0.0
6.566,7.289,-0.0
6.553,7.301,-0.0
6.537,7.315,-0.0
6.518,7.332,-0.0
6.497,7.35,-0.0
6.473,7.371,-0.0
6.446,7.395,-0.0
6.418,7.42,-0.0
6.386,7.447,-0.0
6.351,7.476,-0.0
6.316,7.506,-0.0
6.278,7.538,-0.0
6.239,7.571,-0.0
6.198,7.604,-0.0
6.158,7.637,-0.0
6.116,7.67,-0.0
6.075,7.703,-0.0
6.036,7.734,-0.0
5.995,7.765,-0.0
5.956,7.795,-0.0
5.921,7.822,-0.0
5.888,7.847,-0.0
5.857,7.87,-0.0
5.828,7.891,-0.0
5.802,7.91,-0.0
5.778,7.928,-0.0
5.757,7.943,-0.0
5.74,7.955,-0.0
5.725,7.966,-0.0
5.713,7.975,-0.0
5.703,7.982,-0.0
5.696,7.987,-0.0
5.69,7.991,-0.0
5.687,7.993,-0.0
5.685,7.995,-0.0
5.684,7.995,-0.0
5.684,7.996,-0.0
5.684,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.684,7.996,-0.0
5.685,7.995,-0.0
5.687,7.993,-0.0
5.692,7.99,-0.0
5.698,7.986,-0.0
5.705,7.981,-0.0
5.715,7.973,-0.0
5.728,7.964,-0.0
5.744,7.952,-0.0
5.762,7.939,-0.0
5.784,7.924,-0.0
5.808,7.906,-0.0
5.834,7.886,-0.0
5.864,7.865,-0.0
5.896,7.841,-0.0
5.932,7.814,-0.0
5.966,7.787,-0.0
6.003,7.759,-0.0
6.042,7.729,-0.0
6.082,7.697,-0.0
6.123,7.664,-0.0
6.163,7.632,-0.0
6.204,7.599,-0.0
6.245,7.565,-0.0
6.285,7.532,-0.0
6.321,7.502,-0.0
6.357,7.471,-0.0
6.39,7.443,-0.0
6.422,7.416,-0.0
6.451,7.39,-0.0
6.478,7.367,-0.0
6.501,7.346,-0.0
6.522,7.328,-0.0
6.541,7.311,-0.0
6.556,7.298,-0.0
6.568,7.287,-0.0
6.578,7.277,-0.0
6.586,7.27,-0.0
6.592,7.265,-0.0
6.596,7.261,-0.0
6.599,7.259,-0.0
6.6,7.258,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.256,-0.0
6.603,7.255,-0.0
6.606,7.253,-0.0
6.611,7.248,-0.0
6.618,7.241,-0.0
6.627,7.233,-0.0
6.639,7.222,-0.0
6.655,7.208,-0.0
6.673,7.191,-0.0
6.695,7.17,-0.0
6.722,7.145,-0.0
6.751,7.118,-0.0
6.788,7.082,0.0
6.824,7.047,0.0
6.858,7.014,-0.0
6.903,6.97,0.0
6.953,6.919,0.0
7.004,6.868,0.0
7.052,6.818,0.0
7.105,6.762,0.0
7.163,6.7,0.0
7.229,6.63,0.0
7.277,6.577,-0.0
7.337,6.509,-0.0
7.415,6.421,0.0
7.447,6.384,-0.0
7.484,6.339,-0.0
7.565,6.243,0.0
7.625,6.169,0.0
7.675,6.107,-0.0
7.723,6.047,-0.0
7.769,5.987,-0.0
7.832,5.904,0.0
7.89,5.827,0.0
7.929,5.774,-0.0
7.977,5.706,-0.0
8.035,5.625,0.0
8.083,5.556,-0.0
8.137,5.477,-0.0
8.19,5.397,0.0
8.228,5.338,-0.0
8.269,5.275,-0.0
8.321,5.193,-0.0
8.371,5.111,0.0
8.416,5.037,-0.0
8.457,4.968,-0.0
8.5,4.893,-0.0
8.546,4.813,-0.0
8.587,4.739,-0.0
8.628,4.664,-0.0
8.671,4.583,-0.0
8.71,4.509,-0.0
8.749,4.433,-0.0
8.791,4.351,-0.0
8.83,4.27,-0.0
8.865,4.196,-0.0
8.902,4.118,-0.0
8.94,4.034,-0.0
8.975,3.957,-0.0
9.009,3.879,-0.0
9.045,3.794,-0.0
9.077,3.716,-0.0
9.109,3.637,-0.0
9.143,3.551,-0.0
9.173,3.473,-0.0
9.202,3.393,-0.0
9.232,3.313,-0.0
9.262,3.229,-0.0
9.291,3.142,-0.0
9.32,3.057,-0.0
9.344,2.982,-0.0
9.37,2.9,-0.0
9.396,2.813,-0.0
9.42,2.731,-0.0
9.442,2.656,-0.0
9.461,2.586,-0.0
9.48,2.517,-0.0
9.498,2.45,-0.0
9.514,2.386,-0.0
9.529,2.326,-0.0
9.541,2.275,-0.0
9.553,2.229,-0.0
9.563,2.182,-0.0
9.572,2.143,-0.0
9.579,2.113,-0.0
9.586,2.085,-0.0
9.591,2.059,-0.0
9.595,2.041,-0.0
9.599,2.025,-0.0
9.601,2.013,-0.0
9.603,2.006,-0.0
9.604,2.0,-0.0
9.605,1.995,-0.0
9.605,1.993,-0.0
9.606,1.991,-0.0
9.606,1.99,-0.0
9.606,1.99,-0.0
9.605,1.994,-0.0
9.604,2.002,-0.0
9.601,2.014,-0.0
9.598,2.03,-0.0
9.593,2.053,-0.0
9.587,2.081,-0.0
9.579,2.115,-0.0
9.57,2.157,-0.0
9.558,2.211,-0.0
9.545,2.262,-0.0
9.531,2.322,-0.0
9.513,2.393,-0.0
9.494,2.468,-0.0
9.472,2.55,-0.0
9.447,2.641,-0.0
9.42,2.738,-0.0
9.391,2.834,-0.0
9.358,2.943,-0.0
9.322,3.054,-0.0
9.288,3.156,-0.0
9.252,3.261,-0.0
9.211,3.374,-0.0
9.168,3.489,-0.0
9.124,3.601,-0.0
9.08,3.712,-0.0
9.037,3.816,-0.0
8.992,3.919,-0.0
8.948,4.02,-0.0
8.906,4.111,-0.0
8.865,4.2,-0.0
8.825,4.284,-0.0
8.788,4.358,-0.0
8.754,4.427,-0.0
8.721,4.492,-0.0
8.692,4.547,-0.0
8.666,4.596,-0.0
8.643,4.639,-0.0
8.623,4.676,-0.0
8.608,4.706,-0.0
8.594,4.73,-0.0
8.584,4.749,-0.0
8.576,4.763,-0.0
8.571,4.773,-0.0
8.567,4.779,-0.0
8.565,4.784,-0.0
8.564,4.786,-0.0
8.563,4.786,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.564,4.785,-0.0
8.566,4.782,-0.0
8.569,4.776,-0.0
8.575,4.766,-0.0
8.583,4.75,-0.0
8.594,4.731,-0.0
8.606,4.708,-0.0
8.625,4.674,-0.0
8.646,4.636,-0.0
8.666,4.598,-0.0
8.693,4.547,-0.0
8.72,4.494,-0.0
8.752,4.432,-0.0
8.789,4.357,-0.0
8.824,4.286,-0.0
8.863,4.205,-0.0
8.909,4.107,-0.0
8.954,4.007,-0.0
8.996,3.912,-0.0
9.036,3.818,-0.0
9.078,3.717,-0.0
9.123,3.606,-0.0
9.167,3.493,-0.0
9.209,3.38,-0.0
9.248,3.272,-0.0
9.287,3.159,-0.0
9.324,3.047,-0.0
9.358,2.942,-0.0
9.39,2.838,-0.0
9.42,2.736,-0.0
9.446,2.644,-0.0
9.471,2.555,-0.0
9.493,2.47,-0.0
9.513,2.396,-0.0
9.53,2.326,-0.0
9.545,2.262,-0.0
9.558,2.207,-0.0
9.569,2.16,-0.0
9.578,2.119,-0.0
9.586,2.085,-0.0
9.592,2.055,-0.0
9.597,2.033,-0.0
9.601,2.016,-0.0
9.603,2.004,-0.0
9.605,1.997,-0.0
9.606,1.992,-0.0
9.606,1.99,-0.0
9.606,1.989,-0.0
9.606,1.988,-0.0
9.607,1.988,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.606,1.988,-0.0
9.606,1.99,-0.0
9.605,1.995,-0.0
9.603,2.004,-0.0
9.601,2.016,-0.0
9.597,2.035,-0.0
9.592,2.058,-0.0
9.585,2.087,-0.0
9.578,2.122,-0.0
9.568,2.165,-0.0
9.556,2.215,-0.0
9.544,2.27,-0.0
9.528,2.334,-0.0
9.511,2.403,-0.0
9.491,2.481,-0.0
9.468,2.566,-0.0
9.444,2.653,-0.0
9.415,2.753,-0.0
9.386,2.853,-0.0
9.353,2.957,-0.0
9.319,3.062,-0.0
9.282,3.173,-0.0
9.242,3.287,-0.0
9.203,3.396,-0.0
9.161,3.507,-0.0
9.116,3.621,-0.0
9.074,3.727,-0.0
9.029,3.833,-0.0
8.984,3.937,-0.0
8.94,4.037,-0.0
8.899,4.127,-0.0
8.858,4.215,-0.0
8.818,4.298,-0.0
8.782,4.371,-0.0
8.748,4.439,-0.0
8.715,4.502,-0.0
8.688,4.556,-0.0
8.662,4.604,-0.0
8.64,4.645,-0.0
8.621,4.68,-0.0
8.605,4.71,-0.0
8.592,4.733,-0.0
8.582,4.752,-0.0
8.575,4.765,-0.0
8.57,4.774,-0.0
8.566,4.78,-0.0
8.564,4.784,-0.0
8.564,4.786,-0.0
8.563,4.786,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.564,4.785,-0.0
8.566,4.782,-0.0
8.569,4.776,-0.0
8.575,4.766,-0.0
8.583,4.751,-0.0
8.594,4.732,-0.0
8.607,4.708,-0.0
8.623,4.678,-0.0
8.642,4.642,-0.0
8.665,4.599,-0.0
8.69,4.552,-0.0
8.719,4.496,-0.0
8.752,4.432,-0.0
8.787,4.361,-0.0
8.823,4.287,-0.0
8.863,4.205,-0.0
8.905,4.115,-0.0
8.949,4.019,-0.0
8.991,3.924,-0.0
9.035,3.821,-0.0
9.08,3.712,-0.0
9.125,3.6,-0.0
9.167,3.493,-0.0
9.208,3.381,-0.0
9.248,3.271,-0.0
9.287,3.159,-0.0
9.324,3.047,-0.0
9.358,2.942,-0.0
9.39,2.838,-0.0
9.42,2.736,-0.0
9.446,2.644,-0.0
9.471,2.555,-0.0
9.493,2.47,-0.0
9.513,2.396,-0.0
9.53,2.326,-0.0
9.545,2.262,-0.0
9.558,2.208,-0.0
9.569,2.16,-0.0
9.579,2.118,-0.0
9.586,2.084,-0.0
9.592,2.056,-0.0
9.597,2.033,-0.0
9.6,2.017,-0.0
9.603,2.005,-0.0
9.605,1.997,-0.0
9.606,1.992,-0.0
9.606,1.99,-0.0
9.606,1.989,-0.0
9.606,1.99,-0.0
9.604,1.998,-0.0
9.6,2.017,0.0
9.595,2.043,0.0
9.589,2.073,0.0
9.584,2.095,0.0
9.58,2.114,0.0
9.574,2.143,0.001
9.57,2.163,0.001
9.565,2.189,0.001
9.568,2.176,0.001
9.574,2.147,0.001
9.542,2.301,0.003
9.52,2.412,0.004
9.53,2.364,0.003
9.53,2.366,0.004
9.519,2.419,0.005
9.518,2.428,0.004
9.468,2.677,0.009
9.451,2.763,0.008
9.587,2.097,-0.004
9.667,1.702,-0.005
9.592,2.072,0.005
9.457,2.745,0.014
9.526,2.406,0.001
9.745,1.313,-0.018
9.722,1.425,-0.003
9.583,2.12,0.01
9.558,2.247,0.005
9.598,2.049,-0.001
9.622,1.929,-0.001
9.654,1.768,-0.003
9.655,1.761,-0.001
9.606,2.009,0.004
9.611,1.983,0.001
9.658,1.744,-0.004
9.656,1.752,-0.001
9.611,1.984,0.004
9.641,1.828,-0.002
9.66,1.733,-0.002
9.637,1.849,0.001
9.642,1.826,-0.0
9.613,1.978,0.003
9.618,1.949,0.001
9.667,1.696,-0.004
9.664,1.711,-0.001
9.621,1.938,0.004
9.65,1.785,-0.002
9.668,1.688,-0.002
9.621,1.938,0.004
9.656,1.751,-0.002
9.683,1.606,-0.003
9.651,1.774,0.002
9.693,1.549,-0.004
9.725,1.374,-0.006
9.697,1.526,-0.001
9.708,1.46,-0.003
9.745,1.259,-0.006
9.75,1.226,-0.005
9.728,1.344,-0.002
9.731,1.327,-0.003
9.74,1.277,-0.004
9.725,1.356,-0.002
9.716,1.404,-0.002
9.705,1.464,-0.002
9.695,1.518,-0.001
9.693,1.527,-0.001
9.69,1.544,-0.001
9.685,1.572,-0.001
9.681,1.592,-0.0
9.679,1.605,-0.0
9.675,1.627,-0.0
9.67,1.656,-0.0
9.664,1.685,-0.0
9.659,1.712,-0.0
9.656,1.733,-0.0
9.654,1.745,-0.0
9.652,1.755,-0.0
9.649,1.768,-0.0
9.646,1.784,-0.0
9.643,1.805,-0.0
9.637,1.832,-0.0
9.631,1.866,-0.0
9.623,1.905,-0.0
9.614,1.952,-0.0
9.602,2.007,-0.0
9.59,2.066,-0.0
9.575,2.133,-0.0
9.558,2.209,-0.0
9.535,2.303,-0.0
9.515,2.388,-0.0
9.494,2.469,-0.0
9.468,2.565,-0.0
9.44,2.666,-0.0
9.41,2.771,-0.0
9.374,2.889,-0.0
9.343,2.989,-0.0
9.307,3.099,-0.0
9.27,3.206,-0.0
9.226,3.331,-0.0
9.185,3.443,-0.0
9.151,3.534,-0.0
9.113,3.63,-0.0
9.072,3.732,-0.0
9.03,3.832,-0.0
8.994,3.915,-0.0
8.959,3.996,-0.0
8.923,4.074,-0.0
8.892,4.143,-0.0
8.862,4.206,-0.0
8.834,4.264,-0.0
8.81,4.313,-0.0
8.789,4.357,-0.0
8.77,4.395,-0.0
8.754,4.427,-0.0
8.741,4.452,-0.0
8.731,4.472,-0.0
8.723,4.487,-0.0
8.718,4.498,-0.0
8.714,4.506,-0.0
8.712,4.51,-0.0
8.711,4.512,-0.0
8.71,4.513,-0.0
8.71,4.514,-0.0
8.71,4.514,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.71,4.513,-0.0
8.712,4.511,-0.0
8.715,4.505,-0.0
8.719,4.495,-0.0
8.726,4.483,-0.0
8.735,4.465,-0.0
8.747,4.442,-0.0
8.762,4.412,-0.0
8.778,4.379,-0.0
8.799,4.338,-0.0
8.821,4.292,-0.0
8.847,4.238,-0.0
8.877,4.176,-0.0
8.911,4.101,-0.0
8.948,4.02,-0.0
8.978,3.952,-0.0
9.014,3.871,-0.0
9.052,3.781,-0.0
9.095,3.675,-0.0
9.135,3.575,-0.0
9.171,3.481,-0.0
9.21,3.377,-0.0
9.25,3.264,-0.0
9.292,3.143,-0.0
9.325,3.044,-0.0
9.359,2.939,-0.0
9.392,2.832,-0.0
9.425,2.719,-0.0
9.455,2.613,-0.0
9.482,2.513,-0.0
9.505,2.426,-0.0
9.527,2.337,-0.0
9.547,2.254,-0.0
9.565,2.175,-0.0
9.581,2.107,-0.0
9.595,2.042,-0.0
9.607,1.983,-0.0
9.618,1.932,-0.0
9.626,1.888,-0.0
9.633,1.852,-0.0
9.639,1.822,-0.0
9.644,1.797,-0.0
9.647,1.778,-0.0
9.65,1.765,-0.0
9.652,1.755,-0.0
9.653,1.749,-0.0
9.653,1.746,-0.0
9.654,1.744,-0.0
9.654,1.744,-0.0
9.654,1.743,-0.0
9.654,1.745,-0.0
9.653,1.748,-0.0
9.652,1.756,-0.0
9.65,1.767,-0.0
9.647,1.783,-0.0
9.643,1.804,-0.0
9.638,1.83,-0.0
9.631,1.864,-0.0
9.624,1.903,-0.0
9.614,1.949,-0.0
9.603,2.004,-0.0
9.591,2.062,-0.0
9.576,2.129,-0.0
9.559,2.204,-0.0
9.541,2.282,-0.0
9.519,2.369,-0.0
9.496,2.462,-0.0
9.471,2.556,-0.0
9.443,2.657,-0.0
9.413,2.759,-0.0
9.381,2.867,-0.0
9.346,2.978,-0.0
9.31,3.089,-0.0
9.272,3.2,-0.0
9.235,3.306,-0.0
9.196,3.414,-0.0
9.155,3.522,-0.0
9.114,3.627,-0.0
9.076,3.722,-0.0
9.037,3.816,-0.0
8.998,3.907,-0.0
8.961,3.991,-0.0
8.927,4.066,-0.0
8.894,4.137,-0.0
8.864,4.202,-0.0
8.837,4.259,-0.0
8.812,4.31,-0.0
8.79,4.355,-0.0
8.771,4.393,-0.0
8.755,4.426,-0.0
8.742,4.451,-0.0
8.732,4.471,-0.0
8.724,4.487,-0.0
8.718,4.499,-0.0
8.714,4.506,-0.0
8.712,4.51,-0.0
8.711,4.512,-0.0
8.71,4.513,-0.0
8.71,4.514,-0.0
8.71,4.514,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.71,4.514,-0.0
8.71,4.513,-0.0
8.712,4.509,-0.0
8.716,4.502,-0.0
8.721,4.492,-0.0
8.729,4.477,-0.0
8.739,4.457,-0.0
8.751,4.433,-0.0
8.767,4.403,-0.0
8.785,4.365,-0.0
8.806,4.324,-0.0
8.83,4.274,-0.0
8.857,4.217,-0.0
8.888,4.153,-0.0
8.919,4.086,-0.0
8.953,4.01,-0.0
8.99,3.927,-0.0
9.028,3.837,-0.0
9.066,3.747,-0.0
9.105,3.65,-0.0
9.146,3.546,-0.0
9.185,3.444,-0.0
9.224,3.337,-0.0
9.262,3.231,-0.0
9.3,3.121,-0.0
9.336,3.009,-0.0
9.372,2.898,-0.0
9.405,2.789,-0.0
9.434,2.687,-0.0
9.463,2.584,-0.0
9.49,2.484,-0.0
9.513,2.393,-0.0
9.535,2.306,-0.0
9.555,2.222,-0.0
9.571,2.149,-0.0
9.587,2.08,-0.0
9.6,2.017,-0.0
9.611,1.964,-0.0
9.621,1.916,-0.0
9.629,1.873,-0.0
9.636,1.84,-0.0
9.641,1.813,-0.0
9.645,1.79,-0.0
9.649,1.769,-0.0
9.651,1.759,-0.0
9.652,1.753,-0.0
9.653,1.748,-0.0
9.654,1.745,-0.0
9.654,1.744,-0.0
9.654,1.743,-0.0
9.654,1.741,-0.0
9.655,1.737,-0.0
9.656,1.733,-0.0
9.656,1.73,0.0
9.656,1.732,0.0
9.654,1.744,0.0
9.651,1.76,0.0
9.649,1.772,0.0
9.646,1.791,0.0
9.642,1.813,0.0
9.633,1.862,0.0
9.621,1.926,0.0
9.613,1.963,0.0
9.607,1.999,0.0
9.596,2.051,0.0
9.582,2.119,0.0
9.564,2.205,0.0
9.547,2.281,0.0
9.534,2.336,0.0
9.513,2.423,0.0
9.488,2.522,0.0
9.472,2.586,0.0
9.444,2.689,0.0
9.411,2.804,-0.0
9.392,2.869,0.0
9.36,2.971,0.0
9.332,3.062,0.0
9.31,3.126,0.0
9.269,3.249,-0.0
9.237,3.339,-0.0
9.212,3.404,0.0
9.191,3.462,0.0
9.154,3.559,-0.0
9.113,3.665,-0.0
9.095,3.709,0.0
9.055,3.805,-0.0
9.01,3.911,-0.0
8.992,3.952,0.0
8.959,4.026,0.0
8.903,4.15,-0.0
8.85,4.264,-0.0
8.843,4.277,0.0
8.821,4.32,0.0
8.749,4.467,-0.0
8.717,4.531,0.0
8.675,4.609,0.0
8.621,4.712,-0.0
8.59,4.765,0.0
8.548,4.841,0.0
8.521,4.89,0.0
8.478,4.963,0.0
8.419,5.065,-0.0
8.354,5.171,-0.0
8.303,5.253,-0.0
8.289,5.274,0.0
8.226,5.371,-0.0
8.161,5.471,-0.0
8.147,5.492,0.0
8.078,5.592,-0.0
